Sum_uniform_1;Sum_uniform_2;Sum_uniform_10;Sum_uniform_100;Sum_exponential_1;Sum_exponential_2;Sum_exponential_10;Sum_exponential_100;Sum_lorentzian_1;Sum_lorentzian_2;Sum_lorentzian_10;Sum_lorentzian_100
0.955189;0.399096;0.485922;0.50141;1.90989;0.230579;1.16593;1.16687;0.802077;2.02437;-11.2997;-1.36393
0.259498;0.354645;0.391644;0.509038;0.239034;0.64839;0.812193;1.08641;-1.50405;-21.3727;1.13841;1.61106
0.246282;0.17762;0.590614;0.540373;0.648394;1.48736;0.821066;0.993427;15.271;-14.3282;0.331036;0.758007
0.202078;0.317318;0.398253;0.510908;1.33366;0.744271;0.942471;1.04829;3.86754;-2.77574;-0.292884;0.884362
0.823808;0.299427;0.493309;0.513806;0.0406299;2.37005;0.852671;0.888004;-1.17122;-0.115028;-0.937154;-0.356001
0.888246;0.574397;0.621968;0.499312;2.31647;0.416838;0.975898;1.11465;1.99501;1.55209;2.68455;-2.44959
0.810366;0.513976;0.515328;0.479572;0.35626;0.54777;1.01897;0.8724;2.22747;0.358077;-0.506015;-0.602195
0.496305;0.387634;0.473425;0.512411;1.4088;0.183295;0.96984;0.913022;0.734904;-1.13558;-1.22481;0.0405514
0.936409;0.504639;0.668503;0.503437;1.4847;1.43112;0.797245;0.956512;-1.30001;1.08144;-0.585136;-0.157258
0.540189;0.312377;0.460294;0.485557;0.0429151;0.629173;0.965736;0.921406;-0.140526;-0.491396;-1.43121;-3.11438
0.272821;0.520659;0.584199;0.495848;2.55524;0.787929;1.16844;0.917291;-0.597697;-0.175856;-0.210017;-3.83012
0.57654;0.567201;0.43711;0.486697;0.213075;1.40035;1.05672;1.08377;-0.327751;0.462828;1.17006;0.434798
0.947929;0.594658;0.475155;0.493429;3.46868;0.886282;0.353803;1.08604;1.21652;2.21621;-2.73455;1.6402
0.819444;0.699615;0.530425;0.554216;0.786389;1.52054;0.728349;0.914827;1.46962;-0.661156;-0.565274;-0.106088
0.332022;0.842783;0.506452;0.527179;0.105417;0.736917;1.02862;1.09168;0.290965;-1.9759;-13.0713;-16.3641
0.38816;0.524198;0.563688;0.489167;0.636549;0.784419;0.701292;1.11025;13.4031;-22.7856;13.455;0.539623
0.243675;0.516857;0.445837;0.532999;1.27141;3.23977;0.719209;0.964712;0.653979;1.06269;1.8834;3.17769
0.25403;0.53389;0.474072;0.464902;0.00939172;0.309997;0.533613;1.08988;0.926069;0.190511;-3.7326;0.100935
0.308535;0.312064;0.548917;0.468725;1.44537;1.00367;0.543468;1.01191;0.48863;-0.359452;4.46302;0.853111
0.179415;0.572615;0.401928;0.463221;3.59952;1.98106;0.861782;1.02783;0.979317;0.605155;-0.602869;-0.271965
0.743487;0.691425;0.441816;0.545458;4.46377;0.998333;0.980428;1.11917;-3.42872;0.655496;-0.303962;-0.724023
0.547625;0.363388;0.491929;0.477247;0.994944;0.360556;1.22772;0.935491;-16.8253;0.723413;-0.938216;0.337638
0.721229;0.868864;0.410809;0.489578;1.43751;0.0927418;0.684595;1.28233;1.46115;1.43738;1.16041;-1.2385
0.342118;0.303462;0.509856;0.477339;1.18854;0.171197;0.936494;0.794245;2.21157;-1.65522;-13.4385;-1.6245
0.588636;0.23272;0.500594;0.455418;1.68739;0.375504;0.928618;0.949227;-0.0887411;-0.784156;1.06177;-13.7466
0.221985;0.497458;0.57477;0.467426;1.40615;0.952887;0.473152;1.03613;-0.4152;-0.733095;3.61971;-0.0345657
0.9396;0.46538;0.353249;0.457154;0.89841;1.16253;1.1057;0.996869;0.278001;-0.444846;-0.35789;4.30815
0.356973;0.468702;0.244573;0.475272;2.01223;0.969671;0.867782;0.953184;1.55014;-2.31677;0.165696;0.757131
0.159436;0.433928;0.569039;0.492095;2.79088;0.682857;0.969875;1.06327;0.153612;0.411862;0.432427;0.788589
0.663514;0.473654;0.57298;0.511237;0.000112093;0.563079;1.45566;1.00833;-0.146763;-0.536607;-2.78011;-0.108106
0.455595;0.54069;0.605966;0.476111;0.819637;0.937911;0.922621;1.00967;0.673693;5.15256;0.187845;-2.4283
0.0895321;0.387327;0.664436;0.496228;0.374057;0.554199;2.19598;1.20712;-0.78704;0.25939;-1.02985;-1.46174
0.2071;0.517854;0.512896;0.475561;0.741866;0.054902;0.788107;0.871586;0.372145;1.06204;1.52956;-1.72062
0.278252;0.709447;0.564672;0.470607;0.754346;0.966734;0.609296;0.842426;18.0268;-305.339;-1.5588;-2.48184
0.474174;0.451308;0.354076;0.528662;1.7793;0.305538;0.901705;1.2098;-0.553595;-0.890746;0.158936;0.878051
0.494817;0.779687;0.600197;0.50192;2.19086;0.3114;0.779059;1.00618;2.64511;0.0845575;0.486719;6.27052
0.633623;0.387116;0.661451;0.512834;1.10761;0.28352;1.1104;0.834581;1.70642;-1.31949;3.55404;-0.706133
0.49596;0.641226;0.469207;0.500406;0.605331;2.56011;0.605342;1.01874;4.48787;372.703;0.153088;-2.68581
0.519228;0.408898;0.663329;0.49316;0.421995;0.719641;1.37188;1.20209;1.15247;-5.41464;0.367909;2.02857
0.0391564;0.947945;0.525954;0.457352;2.08991;1.58637;1.73926;1.30803;1.18439;-0.282008;0.351088;-1.32972
0.761003;0.712476;0.589074;0.500677;0.0166209;0.891618;1.37893;1.07758;0.604743;-1.1949;-1.38687;-7.68758
0.29871;0.602411;0.514721;0.512426;2.43093;0.437993;0.459943;1.16145;0.953953;-6.56534;1.93993;2.44342
0.623495;0.519743;0.432644;0.477828;0.349754;0.857748;1.2615;1.00109;1.01709;-0.328564;-2.53719;-705.325
0.0611386;0.607197;0.70995;0.54223;0.253759;0.79016;0.825808;0.987673;-4.94982;-1.15225;-1.72209;4.74382
0.844646;0.678542;0.553353;0.521979;2.24969;0.419273;0.738427;1.18624;-0.046055;-1.62971;-1.87483;1.28648
0.0538717;0.516739;0.40492;0.513428;0.305908;0.25684;0.711694;1.00736;-0.0399615;0.236719;-0.345945;-0.137789
0.6072;0.438541;0.468266;0.506512;0.376057;0.231887;1.26066;0.824735;-0.315865;1.7441;-8.83177;-1.41858
0.563374;0.933557;0.449519;0.469849;1.37518;0.574205;0.465492;0.99011;-0.274417;4.41423;-2.20335;-1.83882
0.560594;0.561505;0.602477;0.502596;3.14762;0.554364;0.965151;1.0102;-0.272747;-12.0642;-7.56209;0.490997
0.195974;0.681974;0.442166;0.464109;2.17357;0.225118;0.703296;0.918115;0.406982;0.668085;-0.23297;-0.423656
0.79607;0.442081;0.45431;0.453327;0.182425;0.522196;0.736596;1.05543;0.36844;2.19718;3.44526;1.12733
0.214887;0.532207;0.493631;0.490358;4.7772;0.740022;2.15082;0.903418;1.65051;-5.4425;-0.993741;-8.51521
0.593399;0.544074;0.432519;0.495527;0.52359;1.28086;0.847479;1.14868;-0.68323;2.11187;-3.94437;8.49726
0.935458;0.493554;0.450575;0.535868;1.04804;1.89955;1.23122;1.0255;0.0424936;3.38108;-21.8025;-0.213475
0.286983;0.396293;0.549946;0.483083;0.178149;1.73117;0.888267;0.961982;0.084985;-1.22176;1.26928;0.0213327
0.781445;0.0401317;0.430788;0.485257;0.0991025;3.07849;0.798897;0.985213;2.44703;-0.0374739;4.14284;-2.1408
0.0387678;0.278222;0.418221;0.489301;0.0713907;0.677428;0.951788;0.967986;0.751503;0.538058;-0.261943;1.56944
0.102671;0.906855;0.504566;0.502258;0.659471;0.596802;1.25126;1.04057;0.890727;0.416831;0.154147;0.636493
0.197115;0.133165;0.573946;0.474348;0.107892;3.50652;1.06328;0.940037;-0.545006;0.420377;1.66258;-0.88524
0.887488;0.464978;0.469168;0.500014;0.80573;0.442947;0.947875;1.12529;-0.691592;0.359581;0.15789;-0.387455
0.786291;0.68684;0.558864;0.46744;0.496293;1.68974;1.16318;1.11675;-0.982965;-1.1189;-2.53448;1.30535
0.609012;0.761011;0.405037;0.501988;0.224456;2.40604;0.603192;0.852433;0.0557301;1.18957;-6.56612;-2.55095
0.0444074;0.671975;0.642771;0.502037;1.35468;0.619206;1.68782;0.956155;5.82168;-0.00748458;1.42542;2.99724
0.516947;0.123202;0.560184;0.49167;1.9506;1.74851;1.06713;1.08278;0.335017;-0.300366;0.492022;-0.804375
0.4427;0.350844;0.573754;0.44589;1.6063;1.31252;1.66449;1.06001;0.21123;2.93006;0.0333523;1.31649
0.189165;0.786435;0.457031;0.510348;0.569635;1.80485;0.786311;1.2279;2.36791;9.02361;1.1311;-0.158102
0.974301;0.512241;0.508866;0.506395;0.0687575;1.40345;0.790257;1.09076;-0.318522;0.0987353;-0.775679;1.026
0.518224;0.677375;0.415807;0.488309;0.144994;0.558495;0.797247;0.847751;-2.69923;-0.278455;31.3587;-0.327539
0.681565;0.558778;0.649865;0.54528;1.24239;1.10921;1.35718;1.0351;-6.1054;-1.50567;-0.877629;-1.61177
0.162831;0.192392;0.489514;0.505942;0.126711;0.346702;0.777481;1.05665;-15.7872;1.05784;0.852116;2.42369
0.596772;0.393793;0.501272;0.50526;0.160722;2.61629;1.05344;1.00889;-1.56308;0.136801;1.60053;-0.950456
0.596847;0.784255;0.544261;0.53727;1.09241;0.840148;0.937709;0.781375;0.485758;1.11052;1.0737;-1.75982
0.553641;0.701391;0.687093;0.444894;0.353063;1.50351;0.896477;0.9711;-1.21686;-1.0463;-4.04054;0.593626
0.224077;0.680218;0.619566;0.509597;0.448012;0.028241;0.719562;1.00861;-1.56684;-0.0534635;-4.51671;-9.98847
0.0121557;0.462306;0.401162;0.516455;1.65462;1.7552;0.650281;0.909743;-0.162183;1.56727;0.823869;0.190636
0.832371;0.251926;0.577866;0.488971;1.7719;0.234924;0.664133;0.945718;2.06882;-0.045559;-1.80264;4.14541
0.562132;0.674169;0.604598;0.495224;0.24325;0.898305;1.22949;1.0512;0.364594;-1.03569;0.0166286;-0.226004
0.752728;0.0519784;0.600034;0.482328;2.15971;0.587846;1.1938;0.962777;0.208408;-0.449062;0.256696;0.742777
0.623319;0.196634;0.390351;0.517224;0.71821;0.255526;0.829911;0.93307;-3.38772;-1.28707;4.12389;-1.53913
0.0873322;0.866056;0.491077;0.573229;2.82072;0.729781;0.591568;0.954875;0.518576;0.331347;0.502516;-0.0401441
0.903916;0.806234;0.564636;0.515984;1.40412;1.1527;1.13218;0.954058;-2.26538;0.68685;0.315027;2.0132
0.0855339;0.783578;0.501399;0.479222;2.1598;0.0712891;1.01429;0.911507;-0.187402;-0.888413;-2556.95;0.843273
0.651293;0.747217;0.391318;0.527543;1.05436;1.50053;1.35208;0.883636;2.46191;0.318807;0.136358;-17.9012
0.197684;0.682009;0.405945;0.504937;1.25022;1.40088;0.999458;0.915183;0.077482;-0.638846;-4.58076;-1.77128
0.812733;0.564532;0.538283;0.506457;0.110981;1.85618;1.3879;0.955382;-0.910518;0.469415;-1.6702;9.12002
0.543952;0.505579;0.465337;0.436134;0.68252;2.13054;1.49603;1.21626;-0.649582;-0.136034;-2.67333;-1.73449
0.143351;0.502835;0.472735;0.464219;0.544603;0.851296;0.940002;0.9851;-2.89824;5.83764;-2.2967;-3.31151
0.426812;0.591293;0.55646;0.425991;0.00497917;0.651497;1.65159;0.850088;2.72147;-0.59949;-1.06305;-0.681111
0.430893;0.387671;0.580401;0.515049;2.62606;0.909847;0.486949;0.86541;0.461625;1.52299;19.8663;1.33175
0.968211;0.284157;0.329164;0.516056;1.37692;0.841338;0.489143;1.02743;-0.358707;-0.844057;2.19359;4.69969
0.595002;0.745942;0.424976;0.522626;0.601282;0.325275;0.879981;1.05436;1.61824;-2.10015;-0.873779;-0.378707
0.178797;0.857535;0.332466;0.460323;1.37767;1.36276;0.569111;0.977426;-2.10858;-1.16394;0.326651;1.93551
0.00625669;0.484242;0.399187;0.534932;0.561439;0.979876;1.01858;0.909305;-0.135541;-0.10478;0.91746;0.933574
0.95018;0.418894;0.457076;0.472041;1.3576;1.07991;1.00516;1.00115;-3.59157;-0.11903;0.153228;-0.849592
0.164855;0.674759;0.415529;0.432962;0.11443;0.376738;0.920411;0.965509;0.0543087;-2.12521;-0.41475;2.06144
0.719202;0.57889;0.348032;0.448928;1.60619;1.11817;1.0226;0.989519;3.6022;-1.45958;-3.65376;2.37312
0.790882;0.285943;0.498578;0.552643;0.474592;0.453694;0.755757;0.86835;-0.0553719;-0.0937684;12.6811;2.72875
0.00582906;0.67329;0.625824;0.493552;0.753196;0.952065;1.30097;1.01614;3.15982;0.476553;-3.35748;0.729252
0.564514;0.363321;0.414737;0.457915;0.265564;0.895002;1.0476;1.05513;2.95552;-4.28007;2.23653;0.931481
0.930578;0.170506;0.478407;0.491762;0.551447;0.0446117;1.25365;0.994632;23.3926;-3.41713;0.342105;0.995928
0.0434423;0.476268;0.539795;0.486514;1.22271;1.5488;1.09377;1.1126;-2.16823;-26.6552;0.271422;0.627286
0.415631;0.4281;0.499171;0.443117;0.209702;0.108435;0.979104;1.25176;62.3724;-1.91444;2.4758;-0.424665
0.931586;0.898583;0.537725;0.428579;0.163878;0.22638;1.6373;0.926235;0.507009;2.48583;4.32259;-2.5466
0.69085;0.472401;0.383881;0.493369;0.0721036;1.52746;0.805963;0.965777;3.79461;2.10452;-2.664;-3.35229
0.651623;0.621025;0.311263;0.501817;0.905525;0.275736;1.34653;0.993693;1.89656;0.0633364;0.546429;5.27924
0.440889;0.196844;0.387191;0.550156;1.91787;1.15947;0.822364;1.0195;0.0496573;0.880098;15.5657;-0.161429
0.875643;0.476719;0.678859;0.49554;0.0489961;0.774017;0.951587;0.974135;5.04483;-3.03012;-0.943548;-0.847072
0.0304966;0.474816;0.488119;0.519131;1.10276;1.09864;1.32289;1.01652;1.9069;-0.128562;2.72211;-1.76416
0.642179;0.407378;0.414084;0.45949;0.680991;0.791367;0.655071;1.00272;-1.37765;0.272485;-0.0886821;-1.03843
0.867175;0.267024;0.62322;0.488872;0.563032;1.34894;0.730762;1.01153;-1.24291;2.51996;0.482946;-0.881661
0.114118;0.658662;0.420561;0.471963;0.510398;0.557474;1.39998;1.00631;3.15331;9.82528;-0.939697;0.338896
0.992186;0.414821;0.602734;0.529005;0.37786;1.18723;0.504687;0.896294;-0.771361;-0.272833;0.550689;4.28851
0.190245;0.353604;0.363263;0.46532;1.50319;1.84092;0.758514;0.993377;1.30073;-14.0453;0.122989;-0.356081
0.323013;0.429825;0.402937;0.487054;0.124692;1.06144;0.875408;1.01519;-0.974884;1.58583;-2.26816;0.660075
0.0332653;0.277942;0.478739;0.515593;0.149219;0.444726;0.826641;1.03192;20.8629;1.19211;-1.23108;-1.34915
0.246505;0.634682;0.489087;0.525632;0.566292;0.4286;0.491512;0.897955;-0.229376;0.174847;-0.257328;-1.41549
0.537061;0.582218;0.472809;0.516464;0.917172;1.83207;0.56425;0.85078;0.558887;-2.60811;1.25716;-9.86986
0.281704;0.335285;0.316828;0.502698;0.0656353;0.865792;0.588828;1.24925;-0.0606849;-2.44135;-14.478;1.96841
0.620461;0.661835;0.502599;0.456511;0.525497;0.189698;0.723029;0.996208;0.659452;-0.945984;0.306787;-10.0787
0.640446;0.104219;0.522531;0.473671;0.93715;1.08114;1.38659;1.01146;-1.22765;-0.49569;-0.455968;2.05572
0.744248;0.354587;0.435824;0.472176;0.76224;1.15511;0.656614;1.01903;3.24727;0.469607;-1.33715;-0.607413
0.00440766;0.459142;0.568956;0.495297;1.23312;1.28811;1.21566;1.01553;-2.66744;0.436808;15.0641;-1.44305
0.676488;0.369786;0.47705;0.47755;0.531881;1.12526;1.01493;1.0039;-1.15585;9.35732;-0.24264;-0.541242
0.57095;0.39607;0.473524;0.477269;0.901355;0.559414;1.39572;1.03992;-1.48323;-1.36457;0.607548;0.847606
0.626803;0.545611;0.628656;0.485618;0.341252;1.14435;0.512148;1.07526;7.75621;1.23712;56.3365;1.52745
0.569862;0.491778;0.411721;0.498683;0.407141;0.650845;0.942403;1.07211;-1.81243;0.279978;0.287426;-1.91202
0.344429;0.0710715;0.481384;0.504226;0.693702;0.590089;1.17661;0.968826;-5.31922;23.7559;-2.29496;2.50947
0.452497;0.664555;0.544256;0.4925;0.718738;1.29425;1.35842;0.951693;0.372005;53.4164;0.309759;-1.20244
0.0962954;0.592544;0.461173;0.543633;0.308415;0.696195;1.21277;1.03868;4.7275;4.48927;0.474151;-0.0836362
0.425525;0.658909;0.537964;0.522302;0.550835;0.393003;1.16966;0.94348;8.9681;0.400984;0.402906;-0.420794
0.756148;0.47661;0.438401;0.481067;0.95993;1.48837;0.355274;1.06753;-0.962525;-0.771042;-1.01193;0.48696
0.622503;0.815489;0.398662;0.481688;0.364835;0.301534;0.888143;0.95589;-0.529838;-4.86617;-1.5575;-0.922882
0.996579;0.182468;0.463145;0.55135;0.871504;1.37553;1.45554;0.95906;0.731888;0.758073;-0.578564;-0.0197412
0.170621;0.557878;0.458546;0.52779;2.05676;0.227893;1.09179;0.853586;1.57904;-16.0073;-0.891515;1.05578
0.125009;0.407806;0.443581;0.511209;3.20858;0.356954;0.995957;1.04748;0.0955382;0.050109;-1.25842;-1.11447
0.307086;0.566053;0.597904;0.486454;1.30625;0.513374;1.17168;0.94641;0.914555;1.41341;1.9588;-0.0377553
0.219288;0.548429;0.439754;0.508497;0.441245;0.871537;1.17313;1.11745;0.51667;0.737581;0.53457;2.0768
0.346161;0.542638;0.4552;0.437724;0.469445;0.558439;1.21334;0.951531;3.0103;0.00250326;-0.676283;-0.206233
0.687622;0.628289;0.294414;0.53615;0.565932;0.713286;0.719378;0.925158;-1.71791;-0.307261;-1.07031;4.42137
0.227081;0.480542;0.50262;0.456392;1.47157;1.6998;1.31381;1.06368;1.58876;-0.915801;2.33965;74.8021
0.244312;0.724682;0.447153;0.494296;0.397866;0.429006;1.12448;0.765994;0.178916;1.39644;0.782737;-3.79943
0.382013;0.514724;0.535203;0.513427;0.132898;2.22905;1.09944;1.03622;-1.62936;-0.444123;-2.31419;-0.911017
0.457559;0.482358;0.645446;0.48251;1.04276;1.11068;1.35944;0.927859;2.94687;6.36389;-3.96595;28.6353
0.00352787;0.329514;0.327472;0.500226;1.99811;0.152844;1.51096;0.875888;-0.990852;0.117907;1.24296;0.925239
0.466404;0.966989;0.532014;0.437826;1.02165;3.64644;0.798169;1.10215;2.29048;32.3346;-16.1218;0.135841
0.276798;0.676722;0.526121;0.518704;0.0457844;2.39341;0.463998;1.03122;-0.627974;5.51254;13.0171;1.52749
0.39576;0.676936;0.695063;0.502701;2.8561;0.494581;1.02091;1.15722;-1.55741;-0.939403;-0.654051;0.483632
0.635211;0.256597;0.432725;0.476337;0.808573;1.01904;1.35079;0.874964;-0.742819;-1.16492;-0.767647;0.599823
0.85436;0.774377;0.346942;0.51071;0.344278;0.60165;0.768397;0.98304;0.0710204;28.5566;-0.235917;-0.95463
0.521722;0.378989;0.535605;0.476377;0.16333;0.841765;0.559482;1.00027;-0.613637;-7.60856;-0.235017;-0.860377
0.0777533;0.711793;0.465519;0.456363;0.773414;2.36785;1.60181;0.962106;-0.889799;0.111789;1.96911;0.372109
0.34909;0.248935;0.611827;0.509527;1.34928;0.350293;0.982595;1.03873;-0.27423;-1.45654;5.2616;1.12108
0.161484;0.554204;0.596627;0.489015;2.19117;0.513136;0.970725;1.05178;0.0704723;24.7618;0.0689148;-0.205921
0.902116;0.639566;0.562936;0.554496;0.409401;0.570248;1.07655;1.19696;-0.996304;2.8895;-5.22371;-2.9094
0.655079;0.505757;0.368181;0.539442;1.05529;0.40666;0.778897;0.942967;-0.5199;-0.325398;-0.406169;0.540782
0.417302;0.293948;0.583157;0.5209;0.00976552;1.4807;0.972459;0.884805;-0.460433;0.67688;1.71206;-0.882844
0.489051;0.452895;0.68755;0.481237;3.53652;2.32619;0.62447;0.988965;1.18875;-0.672953;-1.45603;-18.6024
0.517082;0.741471;0.485724;0.529112;0.312423;0.565382;0.947427;0.952043;-6.95244;0.696384;3.11858;1.43819
0.431756;0.684625;0.451407;0.487798;0.438729;0.902431;0.547084;1.00649;-0.0235015;-4.71545;-0.401287;-0.657234
0.910092;0.366822;0.318348;0.457735;0.0410416;1.87559;1.45977;1.18217;-0.566091;0.0562944;-0.44416;0.799649
0.328349;0.73015;0.447036;0.489243;0.32972;0.697689;0.876407;0.971589;-2.47558;-1.08276;5.53227;1.16276
0.263239;0.510751;0.656893;0.500465;0.626189;0.537684;0.763843;0.939938;-0.399571;-0.491774;1.9766;-2.01537
0.927181;0.289428;0.708992;0.532205;0.400103;1.39252;0.764449;0.97193;0.43212;-0.375941;-5.44943;-2.18232
0.599718;0.529864;0.538795;0.460219;0.153447;1.65816;1.0563;0.868964;-3.34508;-4.02551;-1.18531;0.970233
0.00791431;0.284882;0.445439;0.599048;0.400646;0.705578;0.843818;0.943183;0.110513;33.0896;0.0862835;0.00287934
0.46738;0.452918;0.533818;0.489483;1.23994;0.628256;0.949844;0.88025;1.01344;0.504119;-2.27952;1.12597
0.251199;0.331702;0.482529;0.451621;0.840902;0.594658;0.992162;0.942528;-10.8728;0.145866;0.526691;49.0527
0.601928;0.936553;0.486194;0.491928;1.38144;0.235915;0.884152;1.18712;-4.46132;-0.0312629;-8.75869;-0.257511
0.893343;0.546664;0.498167;0.4783;2.84668;2.55611;1.10656;1.07356;-0.121506;1.35556;-1.75871;4.68701
0.877333;0.874597;0.523157;0.491458;0.466138;0.197585;0.647987;1.20498;0.1893;11.2036;5.77354;0.736407
0.00868973;0.165351;0.621546;0.531608;0.796629;0.580206;0.717841;0.927401;-1.39879;-0.105531;5.74852;-1.40842
0.0635996;0.419872;0.422141;0.490914;0.42457;0.556838;1.66519;1.03564;-6.81853;-5.84776;0.355252;-1.16899
0.776458;0.926862;0.442264;0.557354;2.85658;1.03195;0.933326;1.03163;2.63067;8.10119;3.23747;-1.73963
0.102242;0.441431;0.561693;0.513774;2.55454;1.27704;1.18771;1.05093;0.0391203;0.259384;-1.86854;-0.686545
0.969101;0.562685;0.370716;0.474773;0.855544;1.34133;0.894617;1.06356;-3.69697;-1.97777;-0.870427;-0.422331
0.970995;0.106184;0.436101;0.518289;1.86505;0.681781;1.2331;0.894928;-0.148132;3.93811;1.97229;0.00117728
0.103587;0.87917;0.575217;0.480793;1.31947;1.28541;1.23629;0.983498;-0.131144;0.214711;-2.12282;-1.06446
0.322842;0.322515;0.465177;0.574559;2.67451;1.38571;0.604611;0.801259;-0.662085;0.141241;-0.882722;-1.19814
0.226825;0.175181;0.533935;0.4601;1.52325;1.88773;0.955499;0.863925;-3.68352;-0.0722893;-0.976612;2.69729
0.6248;0.632672;0.540195;0.511175;1.66271;0.950113;0.738164;0.912227;3.04453;3.68196;1.13521;-0.0413903
0.390758;0.84967;0.411632;0.516299;0.491346;2.02499;0.667534;1.16137;-0.174827;-0.678109;-0.710514;-0.851343
0.878218;0.145848;0.463895;0.559145;0.517511;1.2879;0.895487;0.996613;-1.32347;0.258213;-0.907376;0.372608
0.542953;0.727463;0.520508;0.488063;1.74831;1.44025;0.998607;1.14226;-1.01457;-0.0758212;0.673681;-4.14707
0.636723;0.558061;0.603556;0.546887;4.47151;0.408107;1.3862;0.875561;-1.05525;-5.08782;0.166018;0.215118
0.124147;0.502056;0.55637;0.49772;0.698167;0.568727;0.478932;1.03333;-0.910821;-0.174715;0.477973;-3.75969
0.605718;0.438504;0.505418;0.481206;1.18925;1.31047;0.686503;0.849767;3.89393;-1.70279;-5.85885;-1.37378
0.65607;0.335991;0.50916;0.538378;0.445196;2.95874;1.02124;1.02387;0.167547;0.432669;0.226922;0.790203
0.54734;0.443047;0.528152;0.495237;0.126901;0.582927;1.20251;0.964482;-0.0785617;-1.58764;9.2953;0.0704321
0.321108;0.584109;0.410748;0.499225;3.31089;1.25091;0.721834;1.00613;1.98676;1.55417;-0.34507;-1.96179
0.711566;0.549455;0.441684;0.475441;0.118146;0.591777;0.751697;0.971521;0.212553;-0.663284;2.42279;0.524549
0.393774;0.261905;0.371064;0.477278;0.119228;1.00997;1.0754;1.07724;-1.08223;31.2249;-0.462998;0.179529
0.914635;0.338623;0.39224;0.51583;0.828271;1.43629;1.10635;0.981375;-1.57624;-0.276986;1.75176;-1.21005
0.810517;0.656966;0.521325;0.487423;3.22492;0.24882;1.248;0.869111;-0.488082;0.238497;-0.462654;-0.208649
0.846626;0.752179;0.429306;0.508696;0.184952;0.892872;1.35243;1.11386;-0.0260716;-0.348192;9.19451;-7.08285
0.878201;0.700444;0.573534;0.451188;0.666309;1.8722;0.876859;0.992513;-0.130687;-0.75245;1.42612;-0.542812
0.514225;0.557144;0.48681;0.467216;0.847902;0.33255;1.09855;0.944912;-19.5086;-57.2177;-13.5054;2.05257
0.16741;0.639228;0.648799;0.528306;2.97238;1.45115;0.48433;1.04297;0.206869;0.228221;0.808799;1.76175
0.038563;0.798425;0.45869;0.446378;0.390811;0.170143;1.24223;0.896348;-0.217712;1.83665;3.91681;0.346327
0.62502;0.37731;0.441522;0.463666;0.0419624;0.807624;0.731044;0.884387;-0.142725;-0.147683;3.9762;0.383359
0.13162;0.112759;0.344607;0.454797;0.45049;0.752507;0.746493;1.11503;-2.31735;0.815871;-0.843785;-1.82105
0.4985;0.723391;0.577508;0.475914;0.255683;0.324411;1.14939;1.08518;-1.3191;-0.366869;-1.35734;-0.506933
0.491205;0.143708;0.389302;0.511056;1.01157;0.675963;0.435573;0.941043;-0.909174;1.11609;-0.463013;1.87791
0.1693;0.265362;0.284483;0.492495;1.71822;0.750647;1.40195;0.919648;0.718283;0.311101;-1.61108;3.79399
0.288493;0.604505;0.510539;0.53433;0.0952757;0.771372;1.30417;1.09549;14.3629;-4.3569;1.91395;2.76695
0.220941;0.702566;0.503961;0.469569;1.5718;3.13974;0.887918;0.97762;-0.713494;0.697796;-1.688;-1.96066
0.02556;0.889343;0.505107;0.480106;0.953996;0.295327;0.92517;1.01462;-7.73111;-4.25503;-0.264128;-1.644
0.452785;0.652929;0.501711;0.423793;0.0383612;1.70166;0.95302;0.960331;-26.715;-3.10061;0.314723;0.828273
0.572309;0.577106;0.426479;0.437943;0.573793;1.19531;1.11061;0.98232;-0.598426;0.326139;0.640379;-0.147744
0.311826;0.600926;0.73585;0.486581;3.05441;0.37253;1.03338;1.19987;-0.418102;-0.769839;0.869091;1.57242
0.345096;0.685024;0.415943;0.519292;0.67978;1.58903;1.38305;1.07332;-6.35331;2.35313;-0.621996;-0.485061
0.671162;0.588056;0.559628;0.480025;2.08008;0.316193;0.796795;0.957416;-0.263276;0.237553;0.486064;2.35126
0.443811;0.531226;0.60272;0.529492;0.252821;0.375178;1.22631;1.0719;0.202637;-0.384997;-2.67564;-4.41583
0.841606;0.731769;0.50091;0.527279;0.973303;0.186075;0.536399;0.798831;-0.00103472;-38.9677;0.825159;-1.5193
0.319343;0.9102;0.41731;0.509144;0.106074;0.643051;0.832251;0.958954;0.675417;-3.11502;-1.40974;0.447567
0.858859;0.390943;0.590074;0.478777;2.66683;1.36206;1.12961;0.939552;0.438072;-1.63542;0.487335;0.312086
0.360702;0.266654;0.322528;0.54618;0.1828;2.17343;0.856653;1.1324;-1.06634;-0.261078;0.129533;-0.948772
0.958476;0.412581;0.407996;0.50926;1.17672;0.60265;1.00695;1.04744;-0.711184;0.635671;2.45003;2.10128
0.272531;0.401692;0.682751;0.501015;1.13738;0.899655;1.48192;1.01128;-0.0712818;-6.12969;-10.4626;1.06753
0.0908807;0.469791;0.589022;0.469189;1.22298;0.739437;1.62794;1.09193;-4.43333;1.16136;2.00753;-9.7202
0.627951;0.628602;0.475489;0.483276;1.17881;0.25498;1.02752;0.93107;0.19169;-0.309639;-0.457531;-0.112199
0.786715;0.546929;0.320703;0.487708;0.669702;0.794366;0.503457;1.09247;0.419172;-0.232425;0.208733;0.678576
0.734217;0.31923;0.599765;0.529693;0.631741;0.83459;0.866021;0.92177;-0.216201;0.737502;-1.29732;1.21744
